CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;CHINESE
makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Makonde;Макондо;Makondelainen;马孔德语
makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Makua;Макуа;Makualainen;马库阿语
malay;Malay;Malais;Malaiisch;Malajski;Malayo;Malese;Malaysisk;Malajský;Maláj;Maleis;Malaio;Малайский;Malaijainen;马来语
malayalam;Malayalam;Malayalam;Malayalam;Malajalam;Malayalam;Malayalam;Malayalam;Malayalam;Malayalam;Malayalam;Malayalam;Малайалам;Malajalamilainen;马拉雅拉姆语
maltese;Maltese;Maltais;Maltesisch;Maltański;Maltés;Maltese;Maltesisk;Maltézský;Máltai;Maltees;Maltês;Мальтийский;Maltilainen;马耳他语
manchu;Manchu;Mandchou;Mandschu;Mandżurski;Manchú;Manchu;Mantsju;Mandžuský;Mandzsuri;Mantsjoe;Manchu;Маньчжурский;Manchulainen;满语
mande;Mande;Mandé;Mande;Mande;Mande;Mande;Mande;Mande;Mande;Mande;Mande;Мандé;Mandelainen;曼德语
manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Manipuri;Манипури;Manipurilainen;曼尼普尔语
manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Manupur;Манупур;Manupurilainen;曼努普尔语
maori;Maori;Maori;Maori;Maoryjski;Maori;Maori;Maori;Maorský;Maori;Maori;Maori;Маори;Maorilainen;毛利语
marathi;Marathi;Marathi;Marathi;Marathijski;Maratí;Marathi;Marathi;Marathi;Marathi;Marathi;Marathi;Маратхи;Marathilainen;马拉地语
mari;Mari;Mari;Mari;Mari;Mari;Mari;Mari;Mari;Mari;Mari;Mari;Марийский;Marilainen;马里语
mauritanian;Mauritanian;Mauritanien;Mauretanisch;Mauretański;Mauritano;Mauritano;Mauretanisk;Mauritánský;Mauritániai;Mauritaniër;Mauritano;Мавританский;Mauritanialainen;毛里塔尼语
mayan;Mayan;Maya;Maya;Majanski;Maya;Maya;Mayansk;Majský;Majai;Maya;Maia;Майянский;Mayalainen;玛雅语
mayo_kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;Mayo-Kebbi;mayo-kebbilainen;马约-凯比语
mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Mbaka;Мбака;Mbakailainen;姆巴卡语
mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Mbochi;Мбочи;Mbochilainen;姆博奇语
melanesian;Melanesian;Mélanésien;Melanesisch;Melanezyjski;Melanesio;Melanesiano;Melanesisk;Melanéský;Melanéziai;Melanesiër;Melanésio;Меланезийский;Melanesialainen;美拉尼西亚语
mende;Mende;Mende;Mende;Mende;Mende;Mende;Mende;Mende;Mende;Mende;Mende;Менде;Mendeilainen;门德语
mennonites;Mennonites;Mennonites;Mennoniten;Menonici;Menonitas;Mennoniti;Mennoniter;Mennonité;Mennoniták;Mennonieten;Menonitas;Меннониты;Mennonitaalaiset;门诺语
merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Merida;Мерида;meridalainen;梅里达语
meru;Meru;Meru;Meru;Meru;Meru;Meru;Meru;Meru;Meru;Meru;Meru;Меру;Meruilainen;梅鲁语
mesoamerican_white_spanish;Mesoamerican White Spanish;Espagnol blanc mésoaméricain;Mesoamerikanisches weißes Spanisch;Mesoamerykański biały hiszpański;Español blanco mesoamericano;Spagnolo bianco mesoamericano;Mesoamerikansk vit spanska;Mesoamerická bílá španělština;Mesoamerikai fehér spanyol;Meso-Amerikaans wit Spaans;Espanhol branco mesoamericano;Месоамериканский белый испанский;Mesoamerikkalainen valkoinen espanja;中美洲白西班牙语
mestizo;Mestizo;Mestizo;Mestize;Mestyz;Mestizo;Mestizo;Mestizo;Mestizo;Mestizo;Mestizo;Mestiço;Местис;Mestitsi;梅斯蒂索语
metis;Metis;Métis;Métis;Metysi;Metis;Metis;Métis;Metis;Metis;Métis;Métis;Метис;Metis;梅蒂斯语
miao;Miao;Miao;Miao;Miao;Miao;Miao;Miao;Miao;Miao;Miao;Miao;Мяо;Miao;苗语
micronesian;Micronesian;Micronésien;Mikronesisch;Mikronezyjski;Micronesio;Micronesiano;Mikronesisk;Mikronéský;Mikronéziai;Micronesisch;Micronesiano;Микронезийский;Mikronesialainen;密克罗尼西亚语
min;Min;Min;Min;Min;Min;Min;Min;Min;Min;Min;Min;Минь;Min;闽语
mixtec;Mixtec;Mixtec;Mixtekisch;Mixtecki;Mixteco;Mixteco;Mixtek;Mixtecký;Mixtec;Mixteeks;Mixteco;Мистекский;Mixtekolainen;米斯特克语
mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Mizoram;Мизорам;Mizoramilainen;米佐拉姆语
moluccan;Moluccan;Moluquais;Molukken;Molukku;Moluco;Moluccano;Moluccan;Molucký;Moluccai;Molukkaan;Moluquense;Молукканский;Moluccalainen;摩鹿加语
mon;Mon;Mon;Mon;Mon;Mon;Mon;Mon;Mon;Mon;Mon;Mon;Мон;Monilainen;孟语
mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Mongo;Монго;Mongo;蒙戈语
mongol;Mongol;Mongol;Mongolisch;Mongolski;Mongol;Mongolo;Mongol;Mongolský;Mongol;Mongools;Mongol;Монгольский;Mongolilainen;蒙古语
montenegrin;Montenegrin;Monténégrin;Montenegrinisch;Czarnogórczy;Montenegrino;Montenegrino;Montenegrinsk;Černohor;Montenegrói;Montenegrijns;Montenegrino;Черногорский;Montenegrilainen;蒙特内哥罗语
mordovian;Mordovian;Mordve;Mordwinisch;Mordwiński;Mordovio;Mordoviano;Mordvin;Mordovský;Mordvin;Mordovisch;Mordoviano;Мордовский;Mordvinalainen;莫尔多语
moro;Moro;Moro;Moro;Moro;Moro;Moro;Moro;Moro;Moro;Moro;Moro;Моро;Morolainen;摩罗语
moroccan;Moroccan;Marocain;Marokkanisch;Marokański;Marroquí;Marocchino;Marockansk;Marocký;Marokkói;Marokkaans;Marroquino;Марокканский;Marokkolainen;摩洛哥语
mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Mossi;Мосси;Mossilainen;莫西语
mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Mushunguli;Мушунгули;Mushungulilainen;姆舒贡古利语
naga;Naga;Naga;Naga;Naga;Naga;Naga;Naga;Naga;Naga;Naga;Naga;Нага;Nagailainen;那加语
nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Nahua;Нахуа;Nahuilainen;纳瓦语
nama;Nama;Nama;Nama;Nama;Nama;Nama;Nama;Nama;Nama;Nama;Nama;Нама;Namalainen;纳马语
native_american_minor;Native American Minority;Minorité amérindienne;Amerikanische Minderheit;Mniejszość rdzennych Amerykanów;Minoría nativoamericana;Minoranza nativoamericana;Amerikansk minoritet;Domorodá americká menšina;Őslakos amerikai kisebbség;Inheemse Amerikaanse minderheid;Minoria nativo-americana;Меньшинство коренных американцев;Alkuperäisamerikkalainen vähemmistö;美洲原住民少数语言
ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ndau;Ндау;Ndaulainen;恩道语
nepali;Nepali;Népalais;Nepalesisch;Nepalski;Nepalí;Nepalese;Nepalesisk;Nepálský;Nepáli;Nepalees;Nepalês;Непальский;Nepalilainen;尼泊尔语
new_zealander;New Zealander;Néo-Zélandais;Neuseeländer;Nowozelandczyk;Neozelandés;Neozelandese;Nyzeeländare;Novozélanďan;Új-zélandi;Nieuw-Zeelander;Neozelandês;Новозеландец;Uusiseelantilainen;新西兰语
newar;Newar;Newar;Newar;Newar;Newar;Newar;Newar;Newar;Newar;Newar;Newar;Невар;Newarilainen;尼瓦尔语
ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Ngalop;Нгалоп;Ngalopilainen;恩加洛普语
nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Nguni;Нгуни;Ngunilainen;恩古尼语
north_caucasian;North Caucasian;Caucasien du Nord;Nordkaukasisch;Północnokaukaski;Caucásico del norte;Nordcaucasico;Nordkaukasisk;Severokavkazský;Észak-kaukázusi;Noord-Kaukasisch;Caucasiano do Norte;Северокавказский;Pohjoiskaukasialainen;北高加索语
norwegian;Norwegian;Norvégien;Norwegisch;Norweski;Noruego;Norvegese;Norska;Norsky;Norvég;Noors;Norueguês;Норвежский;Norjalainen;挪威语
nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Nuba;Нуба;Nubalainen;努巴语
nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Nuer;Нуэр;Nuuerilainen;努埃语
nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Nupe;Нупе;Nupealainen;努佩语
nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Nyakole;Ньяколе;Nyakoleilainen;尼亚科莱语
nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Nyamwezi;Ньямевези;Nyamwezi;尼亚梅维齐语
occitans;Occitans;Occitans;Okzitaner;Oksytańscy;Occitánicos;Occitani;Occitaner;Okcitánští;Occitánok;Occitanen;Occitânicos;Окситанцы;Okcitanaalaiset;奥克西坦语
omani;Omani;Omanais;Omanisch;omański;Omaní;Omanita;Omanisk;Ománský;ománi;Omani;Omanita;Оманский;Omanilainen;阿曼语
oriya;Oriya;Oriya;Oriya;Orija;Oriya;Oriya;Oriya;Orijský;Orija;Oriya;Oriya;Одиа;Oriyalainen;奥里亚语
oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Oromo;Оромо;Oromolainen;奥罗莫语
ossetian;Ossetian;Ossète;Ossetisch;Osetyjski;Osetio;Osseto;Ossetisk;Gruzínský;Oszét;Ossetisch;Ossetiano;Осетинский;Ossetialainen;奥塞梯语
ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Ovambo;Овамбо;Ovambolainen;奥万博语
ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Ovimbundu;Овимбунду;Ovimbundulainen;奥文本杜语
padanian;Padanian;Padanien;Padanisch;Padanijski;Padanés;Padano;Padanisk;Padanijský;Padániai;Padanees;Padanês;Паданский;Padanialainen;帕达尼亚语
palestinian;Palestinian;Palestinien;Palästinensisch;Palestyński;Palestino;Palestinese;Palestinsk;Palestinský;Palestinai;Palestijns;Palestino;Палестинский;Palestiinalainen;巴勒斯坦语
pamir;Pamir;Pamir;Pamirisch;Pamirski;Pamir;Pamir;Pamiriskt;Pamírský;Pamiri;Pamiris;Pamir;Памирский;Pamirilainen;帕米尔语
papua;Papuan;Papou;Papua;Papuański;Papuano;Papua;Papua;Papua;Papua;Papoeaans;Papuense;Папуасский;Papuaalainen;巴布亚语
pardo_portuguese;Pardo Portuguese;Portugais pardo;Pardo-Portugiesisch;Portugalski pardo;Portugués pardo;Portoghese pardo;Pardo portugisiska;Pardo portugalsky;Pardo portugál;Pardo-Portugees;Português pardo;Пардо-португальский;Pardopurtugalilainen;帕尔多葡萄牙语
pashtun;Pashtun;Pachtoun;Paschtunisch;Pasztuński;Pastún;Pashtun;Pashtun;Paštunský;Paštu;Pasjtoe;Pastún;Пуштуны;Paštuilainen;普什图语
persian;Persian;Persan;Persisch;Perski;Persa;Persiano;Persisk;Perský;Perzsa;Perzisch;Persa;Персидский;Persialainen;波斯语
platinean_white_spanish;Platinean White Spanish;Espagnol blanc platine;Platinweißes Spanisch;Platynowy biały hiszpański;Español blanco platino;Spagnolo bianco platino;Platinavat vit spanskt;Platinově bílá španělština;Platinafelü fehér spanyol;Platinaans wit Spaans;Espanhol branco platina;Платиново-белый испанский;Platina-valkoinen espanja;铂金白西班牙语
polish;Polish;Polonais;Polnisch;Polski;Polaco;Polacco;Polsk;Polský;Lengyel;Pools;Polonês;Польский;Puolalainen;波兰语
polynesian;Polynesian;Polynésien;Polynesisch;Polinezyjski;Polinesio;Polinesiano;Polynesisk;Polynéský;Polinéziai;Polynesisch;Polinésio;Полинезийский;Polynesialainen;波利尼西亚语
pomak;Pomak;Pomak;Pomaken;Pomak;Pomaco;Pomaco;Pomak;Pomak;Pomák;Pomaken;Pomaco;Помаки;Pomakilainen;波马克语
portuguese;Portuguese;Portugais;Portugiesisch;Portugalski;Portugués;Portoghese;Portugisisk;Portugalský;Portugál;Portugees;Português;Португальский;Portugalilainen;葡萄牙语
punjabi;Punjabi;Pendjabi;Punjabi;Pendżabski;Punjabi;Punjabi;Punjabi;Punjábský;Punjabi;Punjabi;Punjabi;Пенджабский;Punjabilainen;旁遮普语
qatari;Qatari;Qatarien;Katarisch;Katareński;Catarí;Qatari;Qatari;Katar;Kuvaiti;Kuwaiti;Catariano;Катарский;Qatarilainen;卡塔尔语
quechua;Quechua;Quechua;Quechua;Keczua;Quechua;Quechua;Quechua;Kečuánský;Quechua;Quechua;Quechua;Кечуа;Keutsuaalainen;克丘亚语
rajput;Rajput;Rajput;Rajput;Radżput;Rajput;Rajput;Rajput;Radžput;Rajput;Rajput;Rajput;раджпут;Rajputilainen;拉杰普特语
rakhine;Rakhine;Rakhine;Rakhine;Rachini;Rakhine;Rakhine;Rakhine;Rakhine;Rakhine;Rakhine;Rakhine;Ракхайн;Rakhainelainen;若开语
rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Rohingya;Рохинджа;Rohingjalainen;罗兴亚语
roma;Roma;Rom;Roma;Rom;Roma;Roma;Roma;Romský;Roma;Roma;Roma;Рома;Romanilainen;罗姆语
romanian;Romanian;Roumain;Rumänisch;Rumuński;Rumano;Romeno;Rumänsk;Rumunský;Román;Roemeens;Romeno;Румынский;Romanialainen;罗马尼亚语
romansh;Romansh;Romanche;Rätoromanisch;Retoromański;Retorrománico;Retoromancio;Romansh;Rétorománský;Rétoromán;Reto-Romaans;Romanche;Ретороманский;Retoromani;罗曼什语
russian;Russian;Russe;Russisch;Rosyjski;Ruso;Russo;Rysk;Ruský;Orosz;Russisch;Russo;Русский;Venäläinen;俄语
rusyn;Rusyn;Ruthène;Ruthenisch;Rusyn;Rusino;Rusino;Ruthenisk;Rusínský;Ruszin;Rusyn;Rusino;Русин;Rusynilainen;鲁塞尼亚语
ryukyuan;Ryukyuan;Ryukyu;Ryukyu;Ryukyu;Ryukyu;Ryukyuan;Ryukyuan;Ryukyu;Ryukyuan;Ryukyuan;Ryukyuan;Рюкю;Ryukyu;琉球语
sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Sakalava;Сакалавы;Sakalavalainen;萨卡拉瓦语
sami;Sami;Sami;Samer;Saamowie;Sami;Sami;Samisk;Samojedi;Számi;Sami;Sami;Саамы;Saamelainen;萨米语
sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Sangha;Санга;Sanghaalainen;桑加语
sara;Sara;Sara;Sara;Sara;Sara;Sara;Sara;Sara;Sara;Sara;Sara;Сара;Saralainen;萨拉语
sardinian;Sardinian;Sarde;Sardisch;Sardyński;Sardo;Sardo;Sardinsk;Sardinský;Szárd;Sardijns;Sardo;Сардинский;Sardiinalainen;撒丁语
saudi;Saudi;Saoudien;Saudi;Tunejski;Saudí;Saudita;Saudisk;Saudský;Szaúd;Saoedi;Saudita;Саудовский;Saudiarabialainen;沙特语
scottish;Scottish;Écossais;Schottisch;Szkocki;Escocés;Scozzese;Skotsk;Skotský;Skót;Schots;Escocês;Шотландский;Skotlantilainen;苏格兰语
sena;Sena;Sena;Sena;Sena;Sena;Sena;Sena;Sena;Sena;Sena;Sena;Сена;Senalainen;塞纳语
senufo;Senufo;Sénoufo;Senufo;Senufo;Senufo;Senufo;Senufo;Senufo;Senufo;Senufo;Senufo;Сенуфо;Senufo;塞努福语
sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Sepedi;Сепеди;Sepedilainen;塞佩迪语
serb;Serb;Serbe;Serbisch;Serbski;Serbio;Serbo;Serbisk;Srb;Szerb;Servisch;Sérvio;Сербский;Serbialainen;塞尔维亚语
serer;Serer;Serer;Serer;Serer;Serer;Serer;Serer;Serer;Serer;Serer;Serer;Серер;Sererilainen;塞雷尔语
shan;Shan;Shan;Shan;Shan;Shan;Shan;Shan;Shan;Shan;Shan;Shan;Шан;Shanilainen;掸语
shia_arab;Shia Arab;Arabe chiite;Schiitischer Araber;Szyicki Arab;Árabe chiita;Arabo sciita;Sjiamuslim Arab;Šíitský Arab;Síita;Sjiiet;Árabe xiita;Шиитский араб;Sjiialarabialainen;什叶阿拉伯语
shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Shilluk;Шиллук;Shillukilainen;希鲁克语
shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Shona;Шона;Shonailainen;绍纳语
siberian;Siberian;Sibérien;Sibirisch;Syberyjski;Siberiano;Siberiano;Sibirisk;Sibiřský;Szibériai;Siberisch;Siberiano;Сибирский;Siperialainen;西伯利亚语
sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Sikh;Сикх;Sikhilainen;锡克语
sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Sikkim;Сикким;Sikkimilainen;锡金语
silesians;Silesians;Silésiens;Schlesier;Ślązacy;Silesianos;Slesiani;Silesier;Slezané;Slezsiek;Slaven;Silésios;Силезцы;Silestiläiset;西里西亚语
sindi;Sindhi;Sindhi;Sindhi;Sindhi;Sindhi;Sindhi;Sindhijský;Sindhi;Sindhi;Sindhi;Sindhi;Синдхи;Sindhilainen;信德语
singalese;Singalese;Cingalais;Singhalesisch;Cynhalański;Cingalés;Cingalese;Singalesisk;Cingalština;Szinhálai;Singalees;Cingalês;Сингальский;Singalalainen;僧伽罗语
sinhala;Sinhala;Sinhala;Sinhalesisch;Sinhalski;Cingalés;Singalese;Sinhala;Sinhálský;Sinhala;Sinhala;Cingalês;Сингальский;Sinhalalainen;僧伽罗语
slovak;Slovak;Slovaque;Slowakisch;Słowacki;Eslovaco;Slovacco;Slovakisk;Slovenský;Szlovák;Slowaaks;Eslovaco;Словацкий;Slovakialainen;斯洛伐克语
slovene;Slovene;Slovène;Slowenisch;Słoweński;Esloveno;Sloveno;Slovensk;Slovinský;Szlovén;Sloveens;Esloveno;Словенский;Slovenialainen;斯洛文尼亚语
soga;Soga;Soga;Soga;Soga;Soga;Soga;Soga;Soga;Soga;Soga;Soga;Сога;Sogalainen;索加语
somali;Somali;Somalien;Somalisch;Somalijski;Somalí;Somalo;Somalisk;Somálský;Somáliai;Somalisch;Somali;Сомалийский;Somalialainen;索马里语
songhai;Songhai;Songhaï;Songhai;Songhaj;Songhai;Songhai;Songhai;Songhaj;Songhai;Songhai;Songhai;Сонгай;Songhailainen;松海语
sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Sotho;Сото;Sotholainen;索托语
soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Soussou;Суссу;Soussoulainen;苏苏语
spanish;Spanish;Espagnol;Spanisch;Hiszpański;Español;Spagnolo;Spanska;Španělský;Spanyol;Spaans;Espanhol;Испанский;Espanjalainen;西班牙语
sudanese;Sudanese;Soudanais;Sudanesisch;Sudański;Sudanés;Sudanese;Sudanesisk;Sudánský;Szudániai;Soedanees;Sudanês;Суданский;Sudanilainen;苏丹语
sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Sukuma;Сукума;Sukumalainen;苏库马语
sunni_arab;Sunni Arab;Arabe sunnite;Sunnitischer Araber;Sunnicki Arab;Árabe sunita;Arabo sunnita;Sunnimuslim Arab;Sunnitský Arab;Síita;Soennitische Arabier;Árabe sunita;Суннитский араб;Sunniitaarabialainen;逊尼阿拉伯语
swahili;Swahili;Swahili;Swahili;Suahili;Suaíli;Swahili;Swahili;Svahilština;Szuahéli;Swahili;Suaíli;Суахили;Swahili;斯瓦希里语
swazi;Swazi;Swazi;Swazi;Suazi;Suazi;Swazi;Swazi;Svazijský;Svazij;Swazi;Suazi;Свази;Swazilainen;斯瓦济语
swedish;Swedish;Suédois;Schwedisch;Szwedzki;Sueco;Svedese;Svenska;Švédský;Svéd;Zweeds;Sueco;Шведский;Ruotsalainen;瑞典语
swiss_german;Swiss German;Suisse alémanique;Schweizerdeutsch;Szwajcarski niemiecki;Alemán suizo;Svizzero tedesco;Schweizertyska;Švýcarská němčina;Svájci német;Zwitserduits;Alemão suíço;Швейцарский немецкий;Sveitsiruotsi;瑞士德语
syrian;Syrian;Syrien;Syrisch;Syryjski;Sirio;Siriano;Syrisk;Syrský;Szíriai;Syrisch;Sírio;Сирийский;Syyrialainen;叙利亚语
taiwanese;Taiwanese;Taïwanais;Taiwanisch;Tajwański;Taiwanés;Taiwanese;Taiwanesiska;Tchajwanský;Tajvani;Taiwanees;Taiwanês;Тайваньский;Taiwanilainen;台湾语
tajik;Tajik;Tadjik;Tadschikisch;Tadżycki;Tayiko;Tagiko;Tadzjikisk;Tádžický;Tadzsik;Tadzjieks;Tajique;Таджикский;Tadžikialainen;塔吉克语
tamil;Tamil;Tamoul;Tamil;Tamilski;Tamil;Tamil;Tamil;Tamilský;Tamil;Tamils;Tâmil;Тамильский;Tamili;泰米尔语
tatar;Tatar;Tatar;Tatarisch;Tatarski;Tártaro;Tataro;Tatarisk;Tatarský;Tatár;Tataars;Tártaro;Татарский;Tatarlainen;鞑靼语
tay;Tay;Tay;Tay;Tay;Tay;Tay;Tay;Tay;Tay;Tay;Tay;Тай;Taylainen;台语
teda;Teda;Teda;Teda;Teda;Teda;Teda;Teda;Teda;Teda;Teda;Teda;Теда;Tedalainen;特达语
teke;Teke;Teke;Teke;Teke;Teke;Teke;Teke;Teke;Teke;Teke;Teke;Теке;Tekelainen;特克语
telegu;Telugu;Télougou;Telugu;Telugu;Telugu;Telugu;Telugu;Telugu;Telugu;Telugu;Telugo;Телугу;Telugulainen;泰卢固语
temne;Temne;Temne;Temne;Temne;Temne;Temne;Temne;Temne;Temne;Temne;Temne;Темне;Temnelainen;特姆内语
thai;Thai;Thai;Thailändisch;Tajski;Tailandés;Tailandese;Thailändsk;Thajský;Thai;Thais;Tailandês;Тайский;Thaimaalainen;泰语
tibetan;Tibetan;Tibétain;Tibetisch;Tybetański;Tibetano;Tibetano;Tibetansk;Tibetský;Tibeti;Tibetaans;Tibetano;Тибетский;Tiibetilainen;藏语
tigray;Tigray;Tigré;Tigräisch;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Tigray;Тигре;Tigraylainen;提格雷语
tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Tigre;Тигре;Tigreilainen;提格雷语
tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Tiv;Тив;Tivilainen;蒂夫语
tonga;Tonga;Tongan;Tongaisch;Tongijski;Tongano;Tongano;Tongansk;Tongský;Tongai;Tonganees;Tongan;Тонганский;Tongalainen;汤加语
toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Toraja;Тораджанский;Torajalainen;托拉贾语
toubou;Toubou;Toubou;Tubu;Tubu;Toubou;Toubou;Toubou;Tubu;Toubou;Toubou;Toubou;Тубу;Touboulainen;图布语
tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Трипури;Tripurilainen;特里普里语
tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Tsimihety;Цимихети;Tsimihetylainen;齐米赫提语
tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Tsonga;Цсонга;Tsongalainen;宗加语
tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Tswana;Цсвана;Tsvanailainen;茨瓦纳语
tuareg;Tuareg;Touareg;Tuareg;Tuareg;Tuareg;Tuareg;Tuareg;Tuareg;Tuareg;Tuareg;Tuareg;Туарег;Tuaregilainen;图阿雷格语
tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Tujia;Тудзя;Tujialainen;土家语
tunisian;Tunisian;Tunisien;Tunesisch;Tunezyjski;Tunecino;Tuninese;Tunisisk;Tunezský;Tunéziai;Tunesisch;Tunisiano;Тунисский;Tunisialainen;突尼斯语
tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Tuposa;Тупоса;Tuposalainen;图波萨语
turkish;Turkish;Turc;Türkisch;Turecki;Turco;Turco;Turkisk;Turecký;Török;Turks;Turco;Турецкий;Turkkilainen;土耳其语
turkmen;Turkmen;Turkmène;Turkmenisch;Turkmeński;Turcomano;Turkmeno;Turkmenisk;Turkménský;Türkmen;Turkmen;Turcomeno;Туркменский;Turkmenilainen;土库曼语
tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Tutsi;Тutsi;Tutsilainen;图西语
tuvans;Tuvan;Touva;Tuwinisch;Tuwiński;Tuvano;Tuva;Tuvansk;Tuvinský;Tuvai;Tuvanees;Tuvan;Тувинский;Tuvinilainen;图瓦语
udmurt;Udmurt;Oudmourte;Udmurtisch;Udmurowski;Udmurt;Udmurto;Udmurt;Udmurtský;Udmurti;Udmurts;Udmurto;Удмуртский;Udmurtilainen;乌德穆尔特语
